Id	Name	InChI	logKow_KOWWIN	logKow_KOWWIN_exp	logKow_ALOGPS	HF	dipole	eTotal	eElectronic	eNuclear	MW	saCOSMO	vCOSMO	eNHOMO	eHOMO	eLUMO	eSLUMO	eGap	qMin	qMinRing	qMax	qMaxRing	qMaxH	qAvgRing	polarityRing	qElephMax	qElephMaxRing	qElephMaxH	qElephAvgRing	qNuphMax	qNuphMaxRing	qNuphMaxH	qNuphAvgRing
2840	6-amino-3-methoxy-2,4-dimethylphenol	InChI=1S/C9H13NO2/c1-5-4-7(10)8(11)6(2)9(5)12-3/h4,11H,10H2,1-3H3	1.77	N/A	1.42	-75.15394	0.751	-2057.88293	-11539.96505	9482.08211	167.207	200.74	208.66	-9.123	-8.026	0.263	0.467	8.289	-0.593991	-0.270983	0.330529	0.166739	0.330529	0.008718	0.26696898	0.263812	0.185496	0.006642	0.103205	0.318718	0.318718	0.007448	0.156630
2841	3-amino-4-methoxy-2,5-dimethylphenol	InChI=1S/C9H13NO2/c1-5-4-7(11)6(2)8(10)9(5)12-3/h4,11H,10H2,1-3H3	1.42	N/A	1.40	-77.91278	2.479	-2058.00084	-11541.79285	9483.792	167.207	199.62	208.02	-8.893	-8.32	0.361	0.514	8.681	-0.601244	-0.342197	0.327194	0.327194	0.323665	0.004688	0.31738873	0.249310	0.249310	0.004409	0.112643	0.357232	0.357232	0.009428	0.155624
2842	2-amino-3-methoxy-4,6-dimethylphenol	InChI=1S/C9H13NO2/c1-5-4-6(2)9(12-3)7(10)8(5)11/h4,11H,10H2,1-3H3	1.77	N/A	1.38	-75.28837	1.681	-2057.87733	-11536.86048	9478.98314	167.207	201.54	209.45	-8.956	-8.574	0.134	0.347	8.708	-0.591676	-0.188085	0.336790	0.180815	0.336790	0.008390	0.26513442000000004	0.221151	0.221151	0.013225	0.111821	0.265164	0.265164	0.010630	0.154536
2843	3-amino-6-methoxy-2,5-dimethylphenol	InChI=1S/C9H13NO2/c1-5-4-7(10)6(2)8(11)9(5)12-3/h4,11H,10H2,1-3H3	1.16	N/A	1.38	-77.71413	2.658	-2057.98767	-11546.07083	9488.08316	167.207	200.9	209.04	-8.899	-8.235	0.436	0.525	8.671	-0.620616	-0.378130	0.340194	0.285891	0.340194	0.004441	0.32957082	0.270863	0.270863	0.004225	0.111085	0.334379	0.334379	0.008742	0.151047
2844	2-amino-6-methoxy-3,5-dimethylphenol	InChI=1S/C9H13NO2/c1-5-4-6(2)9(12-3)8(11)7(5)10/h4,11H,10H2,1-3H3	1.52	N/A	1.39	-73.57569	1.615	-2057.82029	-11548.47481	9490.65452	167.207	201.57	207.58	-8.728	-8.197	0.373	0.492	8.570	-0.601582	-0.131794	0.325646	0.183079	0.325646	0.004970	0.27732404	0.234434	0.234434	0.010020	0.111045	0.286230	0.286230	0.009624	0.156718
2845	3-amino-2-methoxy-4,6-dimethylphenol	InChI=1S/C9H13NO2/c1-5-4-6(2)8(11)9(12-3)7(5)10/h4,11H,10H2,1-3H3	1.16	N/A	1.38	-74.33254	1.178	-2057.84732	-11551.02216	9493.17484	167.207	201.83	209.79	-8.764	-8.167	0.354	0.507	8.521	-0.596144	-0.159174	0.321904	0.233329	0.321904	0.005105	0.29703736000000003	0.272551	0.232548	0.008446	0.106235	0.318781	0.318781	0.003102	0.154189
2846	5-amino-4-methoxy-2,3-dimethylphenol	InChI=1S/C9H13NO2/c1-5-6(2)9(12-3)7(10)4-8(5)11/h4,11H,10H2,1-3H3	1.42	N/A	1.43	-78.04941	1.457	-2058.00789	-11543.84587	9485.83798	167.207	199.42	208.63	-9.045	-8.211	0.382	0.515	8.593	-0.601830	-0.384045	0.330224	0.330224	0.325100	0.004763	0.33475592	0.260086	0.260086	0.011321	0.111669	0.362639	0.362639	0.008911	0.156207
2847	4-amino-3-methoxy-2,6-dimethylphenol	InChI=1S/C9H13NO2/c1-5-4-7(10)9(12-3)6(2)8(5)11/h4,11H,10H2,1-3H3	1.42	N/A	1.40	-76.16112	1.245	-2057.92677	-11543.42566	9485.49889	167.207	200.63	209.48	-9.343	-8.005	0.188	0.5	8.193	-0.600978	-0.253148	0.319603	0.155895	0.319603	0.007834	0.27388791	0.233308	0.190064	0.006257	0.104986	0.275390	0.275390	0.006288	0.157654
2848	3-amino-2-methoxy-5,6-dimethylphenol	InChI=1S/C9H13NO2/c1-5-4-7(10)9(12-3)8(11)6(5)2/h4,11H,10H2,1-3H3	1.16	N/A	1.40	-78.33048	1.655	-2058.0125	-11548.12406	9490.11157	167.207	200.85	209.83	-8.965	-8.261	0.341	0.56	8.602	-0.605191	-0.363274	0.337952	0.280891	0.337952	0.003793	0.29368381	0.280301	0.280301	0.011990	0.112217	0.347792	0.347792	0.007293	0.151115
2849	2,3-dimethoxy-4-methylaniline	InChI=1S/C9H13NO2/c1-6-4-5-7(10)9(12-3)8(6)11-2/h4-5H,10H2,1-3H3	1.27	N/A	1.50	-60.87118	1.581	-2057.25487	-11680.58211	9623.32724	167.207	201.17	211.19	-9.149	-8.155	0.254	0.496	8.409	-0.605925	-0.292018	0.299732	0.209482	0.299732	-0.018129	0.25442857	0.290114	0.222733	0.012410	0.106239	0.255149	0.255149	0.000282	0.153195
2850	5-amino-2-methoxy-3,4-dimethylphenol	InChI=1S/C9H13NO2/c1-5-6(2)9(12-3)8(11)4-7(5)10/h4,11H,10H2,1-3H3	1.16	N/A	1.40	-76.78363	3.075	-2057.94771	-11545.87927	9487.93156	167.207	199.5	209.51	-9.058	-8.177	0.389	0.548	8.566	-0.621352	-0.394328	0.339392	0.307973	0.339392	0.005125	0.33256813	0.265562	0.265562	0.007921	0.112762	0.340683	0.340683	0.007517	0.152471
2851	4-amino-2-methoxy-3,5-dimethylphenol	InChI=1S/C9H13NO2/c1-5-4-7(11)9(12-3)6(2)8(5)10/h4,11H,10H2,1-3H3	1.16	N/A	1.40	-74.47212	3.558	-2057.84827	-11540.61942	9482.77115	167.207	200.19	209.36	-9.358	-8.021	0.151	0.487	8.172	-0.607365	-0.214849	0.333944	0.180405	0.333944	0.008586	0.25216896	0.247859	0.166955	0.006115	0.103731	0.252982	0.252982	0.005184	0.156124
2852	3-amino-2-methoxy-4,5-dimethylphenol	InChI=1S/C9H13NO2/c1-5-4-7(11)9(12-3)8(10)6(5)2/h4,11H,10H2,1-3H3	1.16	N/A	1.41	-77.40043	2.604	-2057.97098	-11544.99741	9487.02643	167.207	200.2	209.05	-8.85	-8.358	0.324	0.548	8.682	-0.602988	-0.341572	0.337354	0.299586	0.337354	0.004331	0.30360605000000007	0.252817	0.252609	0.009044	0.112521	0.336335	0.336335	0.007022	0.150521
2853	3,4-dimethoxy-2-methylaniline	InChI=1S/C9H13NO2/c1-6-7(10)4-5-8(11-2)9(6)12-3/h4-5H,10H2,1-3H3	1.27	N/A	1.48	-60.46038	0.532	-2057.2502	-11585.15182	9527.90162	167.207	201.89	209.42	-8.817	-8.145	0.408	0.548	8.553	-0.617485	-0.318122	0.289423	0.253561	0.289423	-0.020565	0.29320398999999997	0.258938	0.258938	0.003272	0.108626	0.366091	0.366091	0.004858	0.158242
2854	2,3-dimethoxy-6-methylaniline	InChI=1S/C9H13NO2/c1-6-4-5-7(11-2)9(12-3)8(6)10/h4-5H,10H2,1-3H3	1.27	N/A	1.49	-61.32105	0.648	-2057.28092	-11546.74467	9489.46375	167.207	203.71	209.9	-8.657	-8.265	0.398	0.582	8.663	-0.597536	-0.345820	0.298295	0.232187	0.298295	-0.023948	0.30542158	0.285601	0.238860	0.007106	0.107390	0.323241	0.323241	0.003318	0.154429
2855	2,5-dimethoxy-3-methylaniline	InChI=1S/C9H13NO2/c1-6-4-7(11-2)5-8(10)9(6)12-3/h4-5H,10H2,1-3H3	1.79	N/A	1.50	-65.86557	2.043	-2057.4852	-11419.77687	9362.29167	167.207	204.76	208.98	-9.065	-8.227	0.438	0.597	8.665	-0.606993	-0.441780	0.320549	0.320549	0.301015	-0.024024	0.33178136999999996	0.275320	0.275320	0.003114	0.113761	0.370135	0.370135	0.009781	0.156711
2856	2-amino-4-methoxy-3,6-dimethylphenol	InChI=1S/C9H13NO2/c1-5-4-7(12-3)6(2)8(10)9(5)11/h4,11H,10H2,1-3H3	1.77	N/A	1.38	-75.5306	2.139	-2057.88793	-11458.89471	9401.00678	167.207	203.32	206.99	-9.425	-8.208	0.111	0.591	8.319	-0.618439	-0.268181	0.348848	0.188651	0.348848	0.005172	0.27685098	0.195173	0.195173	0.005446	0.115006	0.280013	0.280013	0.007242	0.161118
2857	2-amino-5-methoxy-3,6-dimethylphenol	InChI=1S/C9H13NO2/c1-5-4-7(12-3)6(2)9(11)8(5)10/h4,11H,10H2,1-3H3	1.77	N/A	1.38	-76.15182	1.764	-2057.92688	-11461.18553	9403.25865	167.207	202.34	207.34	-9.034	-7.908	0.329	0.583	8.237	-0.582436	-0.329880	0.335888	0.235274	0.335888	0.003967	0.30103094	0.268909	0.189380	0.013712	0.097172	0.308356	0.308356	0.007174	0.158617
2858	3-amino-4-methoxy-2,6-dimethylphenol	InChI=1S/C9H13NO2/c1-5-4-7(12-3)8(10)6(2)9(5)11/h4,11H,10H2,1-3H3	1.42	N/A	1.41	-76.33062	2.233	-2057.93561	-11489.61265	9431.67703	167.207	201.77	208.6	-9.041	-8.135	0.285	0.484	8.420	-0.597987	-0.215160	0.320572	0.263928	0.320572	0.006026	0.26031784	0.237191	0.237191	0.010858	0.110590	0.339702	0.339702	0.005685	0.157866
2859	2-amino-3-methoxy-5,6-dimethylphenol	InChI=1S/C9H13NO2/c1-5-4-7(12-3)8(10)9(11)6(5)2/h4,11H,10H2,1-3H3	1.77	N/A	1.42	-78.3225	3.069	-2058.00872	-11458.36291	9400.3542	167.207	202.86	206.98	-9.015	-8.657	0.308	0.536	8.965	-0.588912	-0.378489	0.358688	0.324802	0.358688	0.002584	0.32559489	0.326213	0.326213	0.015525	0.126041	0.369413	0.369413	0.007604	0.157823
2860	3-amino-6-methoxy-2,4-dimethylphenol	InChI=1S/C9H13NO2/c1-5-4-7(12-3)9(11)6(2)8(5)10/h4,11H,10H2,1-3H3	1.16	N/A	1.38	-75.60127	2.988	-2057.89892	-11484.16881	9426.26989	167.207	202.2	208.73	-8.91	-8.151	0.326	0.495	8.477	-0.612491	-0.164815	0.339283	0.248519	0.339283	0.006250	0.30899009	0.242250	0.242250	0.006839	0.109278	0.316226	0.316226	0.004449	0.153965
2861	2-amino-6-methoxy-3,4-dimethylphenol	InChI=1S/C9H13NO2/c1-5-4-7(12-3)9(11)8(10)6(5)2/h4,11H,10H2,1-3H3	1.52	N/A	1.42	-74.88454	2.111	-2057.86537	-11462.28635	9404.42099	167.207	201.95	206.62	-8.486	-8.085	0.486	0.563	8.571	-0.589939	-0.336147	0.338521	0.190276	0.338521	0.004742	0.31436821	0.269889	0.229286	0.006872	0.098595	0.327032	0.327032	0.005822	0.151960
2862	2,6-dimethoxy-4-methylaniline	InChI=1S/C9H13NO2/c1-6-4-7(11-2)9(10)8(5-6)12-3/h4-5H,10H2,1-3H3	1.79	N/A	1.52	-62.20515	2.485	-2057.32385	-11389.29923	9331.97539	167.207	207.63	209.93	-8.86	-7.773	0.525	0.539	8.298	-0.570344	-0.335629	0.278923	0.202482	0.278923	-0.024715	0.3010645800000001	0.320689	0.191695	0.009604	0.089383	0.348299	0.348299	0.001391	0.155849
2863	2,3-dimethoxy-5-methylaniline	InChI=1S/C9H13NO2/c1-6-4-7(10)9(12-3)8(5-6)11-2/h4-5H,10H2,1-3H3	1.27	N/A	1.51	-63.65525	1.072	-2057.38399	-11501.32734	9443.94336	167.207	205.55	209.39	-8.699	-8.307	0.503	0.614	8.810	-0.603524	-0.401183	0.302501	0.266237	0.302501	-0.025686	0.32473594	0.296155	0.219173	0.004543	0.106515	0.366617	0.366617	0.009624	0.152755
2864	6-amino-4-methoxy-2,3-dimethylphenol	InChI=1S/C9H13NO2/c1-5-6(2)9(11)7(10)4-8(5)12-3/h4,11H,10H2,1-3H3	1.77	N/A	1.42	-76.23207	1.195	-2057.9339	-11465.92841	9407.99451	167.207	201.76	205.51	-8.943	-7.786	0.371	0.733	8.157	-0.596762	-0.393817	0.324018	0.249088	0.324018	0.002721	0.28882892000000004	0.218684	0.218684	0.007921	0.105185	0.323186	0.323186	0.006939	0.156190
2865	3-amino-5-methoxy-2,6-dimethylphenol	InChI=1S/C9H13NO2/c1-5-7(10)4-8(12-3)6(2)9(5)11/h4,11H,10H2,1-3H3	1.42	N/A	1.40	-80.44042	2.164	-2058.12096	-11467.46372	9409.34277	167.207	202.37	206.7	-8.752	-8.133	0.642	0.728	8.775	-0.622293	-0.485109	0.355142	0.355142	0.330003	-0.001736	0.32497071	0.281125	0.281125	0.010837	0.113057	0.325013	0.325013	0.003283	0.150567
2866	4-amino-6-methoxy-2,3-dimethylphenol	InChI=1S/C9H13NO2/c1-5-6(2)9(11)8(12-3)4-7(5)10/h4,11H,10H2,1-3H3	1.16	N/A	1.41	-75.12029	2.819	-2057.87942	-11462.26345	9404.38403	167.207	201.84	205.62	-9.081	-7.844	0.369	0.644	8.213	-0.619120	-0.370560	0.329280	0.227020	0.329280	0.005353	0.29309818000000004	0.221250	0.221250	0.005027	0.105128	0.303027	0.303027	0.006416	0.158350
2867	2,5-dimethoxy-4-methylaniline	InChI=1S/C9H13NO2/c1-6-4-9(12-3)7(10)5-8(6)11-2/h4-5H,10H2,1-3H3	1.79	N/A	1.51	-64.2503	1.986	-2057.41425	-11391.13074	9333.7165	167.207	206.68	211.76	-9.201	-8.046	0.355	0.558	8.401	-0.604057	-0.400452	0.297772	0.262041	0.297772	-0.022365	0.2771193799999999	0.244047	0.244047	0.009663	0.111177	0.352857	0.352857	0.001624	0.159056
2868	4,5-dimethoxy-2-methylaniline	InChI=1S/C9H13NO2/c1-6-4-8(11-2)9(12-3)5-7(6)10/h4-5H,10H2,1-3H3	1.27	N/A	1.50	-61.31233	1.215	-2057.29307	-11471.34214	9414.04908	167.207	203.71	209.74	-9.021	-8.052	0.374	0.585	8.426	-0.617489	-0.371489	0.289546	0.260328	0.289546	-0.020721	0.30887657999999996	0.253647	0.253647	0.007293	0.109296	0.355756	0.355756	0.001340	0.158026
2869	3,5-dimethoxy-4-methylaniline	InChI=1S/C9H13NO2/c1-6-8(11-2)4-7(10)5-9(6)12-3/h4-5H,10H2,1-3H3	1.79	N/A	1.50	-68.20644	3.018	-2057.58994	-11397.91301	9340.32306	167.207	207.01	209.4	-8.868	-8.094	0.731	0.786	8.825	-0.632729	-0.493629	0.369553	0.369553	0.295679	-0.031515	0.31298086	0.357436	0.357436	0.020592	0.115382	0.312998	0.312998	0.000824	0.154407
2870	3,4-dimethoxy-5-methylaniline	InChI=1S/C9H13NO2/c1-6-4-7(10)5-8(11-2)9(6)12-3/h4-5H,10H2,1-3H3	1.27	N/A	1.50	-63.18645	2.534	-2057.36817	-11502.96691	9445.59873	167.207	205.45	210.22	-9.128	-8.09	0.483	0.646	8.573	-0.629237	-0.441683	0.318316	0.318316	0.292718	-0.024828	0.3273304	0.286525	0.286525	0.002052	0.111543	0.373425	0.373425	0.009663	0.157768
2871	2-amino-5-methoxy-3,4-dimethylphenol	InChI=1S/C9H13NO2/c1-5-6(2)9(10)7(11)4-8(5)12-3/h4,11H,10H2,1-3H3	1.77	N/A	1.41	-77.57021	2.082	-2057.97674	-11459.42678	9401.45004	167.207	202.2	207.87	-9.261	-8.464	0.283	0.567	8.747	-0.608569	-0.407336	0.358007	0.351099	0.358007	0.002445	0.34801372	0.291502	0.291502	0.014641	0.124794	0.362072	0.362072	0.008668	0.158483
2872	3-amino-5-methoxy-2,4-dimethylphenol	InChI=1S/C9H13NO2/c1-5-7(11)4-8(12-3)6(2)9(5)10/h4,11H,10H2,1-3H3	1.42	N/A	1.41	-79.65229	2.136	-2058.08656	-11466.30488	9408.21832	167.207	200.46	205.23	-8.529	-8.31	0.634	0.707	8.944	-0.617513	-0.455866	0.378410	0.378410	0.325171	-0.001845	0.34761327	0.273347	0.273347	0.010404	0.113094	0.350451	0.350451	0.002841	0.149719
2873	4-amino-5-methoxy-2,3-dimethylphenol	InChI=1S/C9H13NO2/c1-5-6(2)9(10)8(12-3)4-7(5)11/h4,11H,10H2,1-3H3	1.42	N/A	1.42	-75.13	1.42	-2057.88155	-11458.61271	9400.73116	167.207	201.23	205.76	-9.109	-7.935	0.32	0.55	8.255	-0.588397	-0.347449	0.323598	0.278941	0.323598	0.005069	0.30732406	0.248214	0.196637	0.014496	0.098719	0.318483	0.318483	0.008519	0.158536
2874	2,4-dimethoxy-6-methylaniline	InChI=1S/C9H13NO2/c1-6-4-7(11-2)5-8(12-3)9(6)10/h4-5H,10H2,1-3H3	1.79	N/A	1.50	-63.3344	1.414	-2057.37547	-11356.50687	9299.1314	167.207	206.62	208.25	-9.191	-7.883	0.378	0.625	8.261	-0.585453	-0.368412	0.275304	0.271979	0.275304	-0.023811	0.31238192	0.265196	0.203309	0.014496	0.096689	0.323328	0.323328	0.007621	0.159309
2875	3,5-dimethoxy-2-methylaniline	InChI=1S/C9H13NO2/c1-6-8(10)4-7(11-2)5-9(6)12-3/h4-5H,10H2,1-3H3	1.79	N/A	1.49	-68.27023	1.78	-2057.5975	-11364.54186	9306.94435	167.207	205.68	206.99	-8.683	-8.224	0.721	0.796	8.945	-0.624303	-0.495773	0.368582	0.368582	0.298892	-0.030644	0.34584604	0.334287	0.334287	0.012882	0.114202	0.347423	0.347423	0.002098	0.150405
2876	2,4-dimethoxy-5-methylaniline	InChI=1S/C9H13NO2/c1-6-4-7(10)9(12-3)5-8(6)11-2/h4-5H,10H2,1-3H3	1.79	N/A	1.51	-62.64963	2.851	-2057.34104	-11401.47105	9344.13	167.207	207.34	207.66	-9.252	-7.705	0.334	0.656	8.039	-0.591912	-0.355170	0.281324	0.198321	0.281324	-0.023534	0.26328023	0.224738	0.164725	0.008446	0.098485	0.309565	0.309565	0.002381	0.160316
2877	2,4-dimethoxy-3-methylaniline	InChI=1S/C9H13NO2/c1-6-8(11-2)5-4-7(10)9(6)12-3/h4-5H,10H2,1-3H3	1.79	N/A	1.49	-62.05706	0.771	-2057.31354	-11511.63866	9454.32512	167.207	203.14	209.02	-9.371	-7.985	0.211	0.547	8.196	-0.600225	-0.235713	0.286275	0.158448	0.286275	-0.019994	0.25884627	0.241557	0.164096	0.006806	0.101914	0.259120	0.259120	0.005700	0.158364
2878	3,6-dimethoxy-2-methylaniline	InChI=1S/C9H13NO2/c1-6-7(11-2)4-5-8(12-3)9(6)10/h4-5H,10H2,1-3H3	1.79	N/A	1.48	-63.10554	0.54	-2057.36323	-11443.89597	9386.53274	167.207	204.05	210.6	-8.766	-8.282	0.385	0.531	8.667	-0.597376	-0.346469	0.297095	0.267521	0.297095	-0.022214	0.32235087	0.258393	0.246826	0.004886	0.109758	0.339316	0.339316	0.005227	0.158002
2879	2,6-dimethoxy-3-methylaniline	InChI=1S/C9H13NO2/c1-6-4-5-7(11-2)8(10)9(6)12-3/h4-5H,10H2,1-3H3	1.79	N/A	1.50	-61.50675	0.826	-2057.28935	-11510.26035	9452.971	167.207	203.05	210.35	-8.982	-8.065	0.288	0.496	8.353	-0.582079	-0.229545	0.288220	0.126468	0.288220	-0.019606	0.25464834999999997	0.282917	0.167603	0.007604	0.097921	0.281620	0.281620	0.003136	0.153460
2880	4-amino-3,5,6-trimethylbenzene-1,2-diol	InChI=1S/C9H13NO2/c1-4-5(2)8(11)9(12)6(3)7(4)10/h11-12H,10H2,1-3H3	1.41	N/A	0.91	-87.27772	3.403	-2058.40543	-11547.63776	9489.23233	167.207	196.33	202.08	-8.959	-7.9	0.316	0.583	8.216	-0.612962	-0.185603	0.334517	0.191330	0.334517	0.032843	0.28652068	0.211658	0.211658	0.004303	0.105090	0.295914	0.295914	0.006480	0.157800
2881	2-amino-3,5,6-trimethylbenzene-1,4-diol	InChI=1S/C9H13NO2/c1-4-5(2)9(12)7(10)6(3)8(4)11/h11-12H,10H2,1-3H3	1.76	N/A	0.89	-88.68389	1.026	-2058.46935	-11548.12747	9489.65812	167.207	197.88	205.06	-8.847	-8.043	0.316	0.584	8.359	-0.591621	-0.222836	0.323601	0.268527	0.323601	0.031474	0.28567993999999997	0.229205	0.229205	0.010983	0.107892	0.332868	0.332868	0.008949	0.155675
2882	3-methylbenzene-1,2-dicarbonitrile	InChI=1S/C9H6N2/c1-7-3-2-4-8(5-10)9(7)6-11/h2-4H,1H3	1.63	N/A	1.29	77.57111	6.79	-1557.57621	-7578.41639	6020.84018	142.16	181.73	184.59	-10.69	-10.451	-1.444	-0.912	9.007	-0.463741	-0.167835	0.177706	0.088955	0.177706	-0.059359	0.23094048	0.284012	0.284012	0.019349	0.145798	0.243551	0.243551	0.000286	0.136134
2883	5-methylbenzene-1,3-dicarbonitrile	InChI=1S/C9H6N2/c1-7-2-8(5-10)4-9(3-7)6-11/h2-4H,1H3	1.63	N/A	1.28	76.22697	4.808	-1557.64232	-7416.92807	5859.28575	142.16	187.0	180.57	-10.74	-10.523	-1.387	-1.048	9.136	-0.452278	-0.123764	0.180348	0.041026	0.180348	-0.058434	0.26620024	0.287298	0.287298	0.020079	0.147892	0.266258	0.266258	0.000004	0.142995
2884	4-methylbenzene-1,2-dicarbonitrile	InChI=1S/C9H6N2/c1-7-2-3-8(5-10)9(4-7)6-11/h2-4H,1H3	1.63	N/A	1.35	77.54883	7.447	-1557.58074	-7488.03941	5930.45867	142.16	184.47	180.42	-10.805	-10.391	-1.429	-0.946	8.962	-0.458483	-0.169901	0.175685	0.082488	0.175685	-0.058904	0.24930368999999994	0.283724	0.283724	0.018769	0.138243	0.256111	0.256111	0.003493	0.134604
2885	4-methylbenzene-1,3-dicarbonitrile	InChI=1S/C9H6N2/c1-7-2-3-8(5-10)4-9(7)6-11/h2-4H,1H3	1.63	N/A	1.27	75.59306	4.669	-1557.66821	-7473.80286	5916.13464	142.16	184.56	180.71	-10.866	-10.435	-1.336	-1.068	9.099	-0.470287	-0.207332	0.178337	0.130852	0.178337	-0.058280	0.2865474400000001	0.280238	0.280238	0.016952	0.135993	0.289053	0.289053	0.005625	0.142456
2886	2-methylbenzene-1,4-dicarbonitrile	InChI=1S/C9H6N2/c1-7-4-8(5-10)2-3-9(7)6-11/h2-4H,1H3	1.63	N/A	1.26	75.70846	0.889	-1557.66313	-7470.26975	5912.60662	142.16	184.2	181.11	-10.786	-10.487	-1.586	-0.778	8.901	-0.463329	-0.163838	0.176636	0.088733	0.176636	-0.058722	0.18589888	0.248715	0.248715	0.018010	0.140488	0.253255	0.253255	0.001731	0.134716
2887	2-methylbenzene-1,3-dicarbonitrile	InChI=1S/C9H6N2/c1-7-8(5-10)3-2-4-9(7)6-11/h2-4H,1H3	1.63	N/A	1.24	75.67963	3.002	-1557.66017	-7557.78866	6000.12848	142.16	181.51	181.41	-10.733	-10.512	-1.376	-1.015	9.136	-0.475517	-0.189339	0.182849	0.136643	0.182849	-0.058644	0.27421752	0.279985	0.279985	0.019628	0.144139	0.274283	0.274283	0.000004	0.144074
2888	2,4,5-trimethylbenzene-1,3-diamine	InChI=1S/C9H14N2/c1-5-4-8(10)7(3)9(11)6(5)2/h4H,10-11H2,1-3H3	1.25	N/A	0.98	-2.89965	0.887	-1667.64467	-9638.39343	7970.74876	150.223	193.54	198.34	-8.331	-7.919	0.767	0.869	8.686	-0.625959	-0.386664	0.288981	0.288981	0.287171	-0.021701	0.32499362000000004	0.308378	0.308378	0.011578	0.113897	0.348021	0.348021	0.007208	0.156105
2889	3,4,6-trimethylbenzene-1,2-diamine	InChI=1S/C9H14N2/c1-5-4-6(2)8(10)9(11)7(5)3/h4H,10-11H2,1-3H3	1.80	N/A	1.01	-1.24635	0.118	-1667.56811	-9633.03553	7965.46743	150.223	194.45	200.38	-8.633	-7.984	0.536	0.635	8.520	-0.610985	-0.242176	0.288243	0.158445	0.288243	-0.018757	0.28768828	0.222071	0.187730	0.013363	0.099125	0.322824	0.322824	0.007106	0.158048
2890	2,4,6-trimethylbenzene-1,3-diamine	InChI=1S/C9H14N2/c1-5-4-6(2)9(11)7(3)8(5)10/h4H,10-11H2,1-3H3	1.25	N/A	0.97	-1.7547	1.048	-1667.59543	-9637.29354	7969.6981	150.223	194.06	199.02	-8.42	-7.804	0.675	0.812	8.479	-0.620125	-0.203772	0.284073	0.233222	0.284073	-0.020506	0.2771560699999999	0.255207	0.255207	0.008649	0.111341	0.345846	0.345846	0.006610	0.158405
2891	3,4,5-trimethylbenzene-1,2-diamine	InChI=1S/C9H14N2/c1-5-4-8(10)9(11)7(3)6(5)2/h4H,10-11H2,1-3H3	1.80	N/A	1.04	-0.81992	1.161	-1667.54849	-9633.61174	7966.06325	150.223	194.77	200.72	-8.842	-7.922	0.502	0.685	8.424	-0.613515	-0.300746	0.292915	0.198788	0.292915	-0.018340	0.30155477999999997	0.229326	0.189565	0.012254	0.103957	0.319545	0.319545	0.008446	0.159896
2892	2,3,5-trimethylbenzene-1,4-diamine	InChI=1S/C9H14N2/c1-5-4-8(10)6(2)7(3)9(5)11/h4H,10-11H2,1-3H3	1.25	N/A	0.96	-0.24775	2.831	-1667.52991	-9634.69886	7967.16895	150.223	193.65	199.25	-9.078	-7.578	0.526	0.749	8.104	-0.616719	-0.260269	0.275473	0.161033	0.275473	-0.018024	0.27109934	0.191222	0.166284	0.006464	0.098695	0.272232	0.272232	0.006147	0.161609
2893	4,5,6-trimethylbenzene-1,3-diamine	InChI=1S/C9H14N2/c1-5-6(2)8(10)4-9(11)7(5)3/h4H,10-11H2,1-3H3	1.25	N/A	1.03	-2.65044	0.255	-1667.63362	-9638.6297	7970.99608	150.223	193.24	198.6	-8.554	-7.774	0.741	0.899	8.515	-0.626437	-0.430662	0.290616	0.290616	0.287448	-0.021293	0.3058879	0.266704	0.266704	0.011300	0.112763	0.375115	0.375115	0.010060	0.157198
2894	4-formylbenzene-1,3-dicarbonitrile	InChI=1S/C9H4N2O/c10-4-7-1-2-8(6-12)9(3-7)5-11/h1-3,6H	0.80	N/A	0.91	60.31844	1.456	-1825.18046	-8487.44458	6662.26412	156.143	188.53	185.11	-11.073	-11.02	-2.074	-1.431	8.946	-0.387819	-0.107117	0.325171	-0.004382	0.191698	-0.068488	0.23440288999999997	0.683136	0.138068	0.091748	0.027672	0.237877	0.237877	0.000000	0.126688
2895	4-formylbenzene-1,2-dicarbonitrile	InChI=1S/C9H4N2O/c10-4-8-2-1-7(6-12)3-9(8)5-11/h1-3,6H	0.80	N/A	0.92	60.58906	3.839	-1825.16694	-8477.75433	6652.58739	156.143	188.38	185.08	-11.014	-11.014	-2.031	-1.442	8.983	-0.402091	-0.148783	0.336114	0.039366	0.187414	-0.067747	0.25792413999999997	0.250631	0.250631	0.000357	0.136083	0.273156	0.273156	0.000000	0.128282
2896	2-formylbenzene-1,4-dicarbonitrile	InChI=1S/C9H4N2O/c10-4-7-1-2-8(5-11)9(3-7)6-12/h1-3,6H	0.80	N/A	0.91	61.15552	2.311	-1825.14487	-8544.6376	6719.49273	156.143	186.98	184.55	-10.937	-10.907	-1.977	-1.482	8.930	-0.374352	-0.146109	0.323157	0.070572	0.180743	-0.068302	0.26685931999999996	0.677861	0.133594	0.088923	0.027145	0.272790	0.272790	0.000000	0.130847
2897	2-formylbenzene-1,3-dicarbonitrile	InChI=1S/C9H4N2O/c10-4-7-2-1-3-8(5-11)9(7)6-12/h1-3,6H	0.80	N/A	0.90	62.56314	5.503	-1825.07891	-8656.42136	6831.34245	156.143	184.63	184.73	-10.967	-10.901	-1.773	-1.62	9.128	-0.354407	-0.133054	0.311661	0.018664	0.175120	-0.069798	0.27064857999999997	0.663992	0.138941	0.089222	0.029879	0.271228	0.271228	0.000824	0.129900
